problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal
train/pick_heat_then_place_in_recep-BreadSliced-None-SideTable-28/trial_T20190907_180304_503402,"slice a loaf of bread with a knife , cook it in a microwave put it the small brown table.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (and\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (toggleable ?o)\n                (isOn ?o)\n                (sliceable ?o)\n                (isSliced ?o)\n            )\n    ))\n            (exists (?o2 - object)\n            (and\n                (objectType ?o2 BreadType) \n                (inReceptacleObject EggType ?o2)\n                (toggleable ?o2)\n                (isOn ?o2)\n                (heatable ?o2) \n                (isHot ?o2)))\n    )\n    )\n'],"(:goal
	(and 
		)
)"
train/pick_cool_then_place_in_recep-PotatoSliced-None-CounterTop-22/trial_T20190909_040822_239216,to cool a potato slice and place it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (isHot ?o)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(isHot ?o)
		(coolable ?o)
		(isCool ?o))))
)"
train/look_at_obj_in_light-Newspaper-None-FloorLamp-212/trial_T20190908_112042_584512,carry a newspaper while turning on a lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o NewspaperType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o NewspaperType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o NewspaperType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)"
train/pick_cool_then_place_in_recep-Pot-None-DiningTable-24/trial_T20190908_111415_336140,put a chilled pot on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)"
train/pick_cool_then_place_in_recep-AppleSliced-None-Microwave-25/trial_T20190908_055159_132487,preparing an apple and putting it in the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o AppleType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (and \n            (isClean apple)\n            (and\n                (and \n                (sliceable ?o - object) \n                (isSliced ?o - object) \n                (inReceptacle ?o - object ?r - receptacle)\n                )\n            )\n    ))\n)\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r MicrowaveType) \n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(and 
		(isClean apple))
)"
train/pick_cool_then_place_in_recep-Egg-None-SinkBasin-25/trial_T20190909_105100_154263,put an egg in the fridge then the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r SinkBasinType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o EggType)
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r))))
)"
train/pick_and_place_simple-AppleSliced-None-Microwave-14/trial_T20190908_171220_804585,use a butter knife to slice up an apple that is in the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o AppleType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?o - object)\n        (exists (?r - receptacle)\n            (and \n                (objectType ?knife ButterKnifeType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (receptacleType ?o AppleType)\n                (isSliced ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - receptacle)
(exists (?o - object)
(exists (?knife - object)
(and 
		(objectType ?knife ButterKnifeType)
		(receptacleType ?r MicrowaveType)
		(inReceptacle ?o ?r)
		(receptacleType ?o AppleType)
		(isSliced ?o))))))
)"
train/pick_heat_then_place_in_recep-TomatoSliced-None-GarbageCan-23/trial_T20190909_034745_393039,throw away a slice of heated tomato in the trash bin.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?agent1 - agent)\n        (exists (?o - object)\n        (exists (?r - receptacle)\n            (and \n            (receptacleType ?r GarbageCanType)\n            (objectType ?o TomatoType)\n            (inReceptacle ?o ?r)\n            (heatable ?o) \n            (isHot ?o) \n            (sliceable ?o) \n            (isSliced ?o) \n            )\n        ))))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(receptacleType ?r GarbageCanType)
		(objectType ?o TomatoType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o)
		(sliceable ?o)
		(isSliced ?o))))
)"
train/pick_and_place_simple-BreadSliced-None-SideTable-3/trial_T20190906_235928_630179,place a slice of bread in front of the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))\n\n<END>'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)"
train/look_at_obj_in_light-WateringCan-None-DeskLamp-224/trial_T20190907_122624_148095,"grab the white pot on the floor , turn on the lamp on the end table.","(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o WateringCanType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?p - object)\n        (and \n            (objectType ?p Pot)\n            (inReceptacleObject ?p ?outerObject)\n            (inReceptacleObject ?outerObject anyReceptacle)\n        )\n    )\n        (exists (?l - object)\n        (and \n            (toggleable ?l)\n            (isToggled ?l) \n        )\n    )\n)\n'],"(:goal
	(exists (?p - object)
(exists (?outerObject - object)
(and 
		(objectType ?p Pot)
		(inReceptacleObject ?p ?outerObject)
		(inReceptacleObject ?outerObject anyReceptacle))))
)"
train/look_at_obj_in_light-CD-None-DeskLamp-305/trial_T20190909_132447_100635,examine cd with a lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o CDType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CDType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o CDType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)"
train/pick_and_place_simple-AppleSliced-None-Microwave-14/trial_T20190908_171329_509999,slice a cooked apple.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o AppleType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?o - object)\n            (and\n                (objectType ?o AppleType) \n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n            )\n    ))\n'],"(:goal
	(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(heatable ?o)
		(isHot ?o)
		(sliceable ?o)))
)"
