problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal
train/pick_heat_then_place_in_recep-AppleSliced-None-SinkBasin-18/trial_T20190909_005603_590931,put a microwaved slice of apple in the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o AppleType) 
                (receptacleType ?r SinkBasinType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?inn - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r SinkType)\n                (inReceptacle ?inn ?r) \n                (inReceptacleObject ?o ?inn) \n                (isClean ?inn) \n            )\n    ))))\n\n<END>'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(exists (?inn - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r SinkType)
		(inReceptacle ?inn ?r)
		(inReceptacleObject ?o ?inn)
		(isClean ?inn)))))
)"
train/pick_cool_then_place_in_recep-TomatoSliced-None-DiningTable-18/trial_T20190909_101216_297477,"pick up knife , cut tomato , place tomato in the fridge , remove from fridge , place on table.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (and (inReceptacle tomato21 FridgeType) (inReceptacle Knifetype2 FridgeType))\n    )\n'],"(:goal
	(and 
		(inReceptacle tomato21 FridgeType)
		(inReceptacle Knifetype2 FridgeType))
)"
train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-23/trial_T20190908_143209_571893,place the chilled mug in the coffee machine.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o MugType) 
                (receptacleType ?r CoffeeMachineType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CoffeeMachineType)\n                (isCool ?o)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o MugType)
		(receptacleType ?r CoffeeMachineType)
		(isCool ?o)
		(inReceptacle ?o ?r))))
)"
train/pick_cool_then_place_in_recep-BreadSliced-None-Microwave-12/trial_T20190910_202932_311719,put cold bread inside the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (and   \n            (exists (?o - object)\n            (exists (?ro - object)\n                (and\n                    (objectType ?o BreadType) \n                    (toggleable ?ro)\n                    (isToggled ?ro) \n                    (inReceptacleObject ?o ?ro)\n                )\n            )\n    )\n            (exists (?r - receptacle)\n                (and\n                    (openable ?r)\n                    (opened ?r)\n                    (exists (?o - object)\n                        (and\n                            (objectType ?o BreadType) \n                            (toggleable ?ro)\n                            (isToggled ?ro) \n                            (inReceptacle ?o ?r)\n                            (inReceptacleObject ?o ?ro)\n                        )\n                    )\n                )\n            )\n        )\n    )\n'],"(:goal
	(and 
		)
)"
train/pick_cool_then_place_in_recep-Bowl-None-SinkBasin-18/trial_T20190909_034530_204738,put a chilled black bowl in the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BowlType) 
                (receptacleType ?r SinkBasinType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?l - location)\n            (and \n                (objectType ?o BowlType) \n                (locationType ?l SinkType) \n                (receptacleAtLocation ?r ?l) \n                (atLocation ?o ?l) \n                (isCool ?o)\n            )\n        ))) \n    )\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(exists (?o - agent)
(exists (?l - location)
(and 
		(objectType ?o BowlType)
		(receptacleAtLocation ?r ?l)
		(atLocation ?o ?l)
		(isCool ?o))))))
)"
train/pick_and_place_simple-TomatoSliced-None-SinkBasin-5/trial_T20190907_233445_502551,get a knife to cut a tomato.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r SinkBasinType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KnifeType) \n                (receptacleType ?r ArmChairType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KnifeType)
		(receptacleType ?r ArmChairType)
		(inReceptacle ?o ?r))))
)"
train/pick_heat_then_place_in_recep-AppleSliced-None-DiningTable-17/trial_T20190908_095621_618627,move a heated piece of apple from the refrigerator to the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o AppleType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (heatable ?o) \n                (objectType ?o AppleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(heatable ?o)
		(objectType ?o AppleType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r))))
)"
train/pick_clean_then_place_in_recep-Pot-None-StoveBurner-1/trial_T20190908_134336_754601,put a pot of water on the stove.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotType) 
                (receptacleType ?r StoveBurnerType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r StoveBurnerType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotType)
		(receptacleType ?r StoveBurnerType)
		(inReceptacle ?o ?r))))
)"
train/pick_and_place_simple-AppleSliced-None-Microwave-14/trial_T20190908_171151_027975,to place an apple in the microwave and cut it into three slices.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o AppleType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n    (and \n        (isSliced Apple 3) \n            (inReceptacle Apple Microwave) \n    )\n)\n'],"(:goal
	(and 
		(inReceptacle Apple Microwave))
)"
train/look_at_obj_in_light-Laptop-None-FloorLamp-202/trial_T20190908_020311_901786,turn on a lamp while holding a laptop.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o LaptopType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?o - object)\n            (and \n                (objectType ?o DeskLampType) \n                (holdsAnyReceptacleObject ?a)\n                (isOn ?o)\n            )\n    ))\n'],"(:goal
	(exists (?o - object)
(exists (?a - agent)
(and 
		(objectType ?o DeskLampType)
		(holdsAnyReceptacleObject ?a)
		(isOn ?o))))
)"
train/look_at_obj_in_light-KeyChain-None-FloorLamp-213/trial_T20190908_203732_806577,look at keys using the lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o KeyChainType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o DeskLampType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o DeskLampType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r))))
)"
train/pick_clean_then_place_in_recep-ButterKnife-None-Drawer-11/trial_T20190906_215647_678103,put a washed knife in a drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (receptacleType ?r DrawerType) \n                (objectType ?o KnifeType) \n                (inReceptacle ?o ?r) \n                (isClean ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(receptacleType ?r DrawerType)
		(objectType ?o KnifeType)
		(inReceptacle ?o ?r)
		(isClean ?o))))
)"
train/pick_and_place_simple-BreadSliced-None-SideTable-3/trial_T20190907_000233_574076,put a slice of bread on a stand.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r CoffeeTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r CoffeeTableType)
		(inReceptacle ?o ?r))))
)"
train/pick_clean_then_place_in_recep-Pan-None-CounterTop-22/trial_T20190910_161415_317849,clean a pan and place it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PanType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PanType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PanType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r))))
)"
